province,year,cpi,disposable_income_rural_per_cap,disposable_income_urban_per_cap,gdp_province,num_foreign_funded_enterprise,num_priv_enterprise,num_state_owned_enterprise,patent_apps,population_province,registered_unemployed,student_enrollment,foreign_total_investment,r.d_expenditure,r.d_projects,r.d_workers,sales_value_industry,export_industry,tech_market_value,Court_Year,treated,ever_treated,rel_time,fti_pc,num_priv_enterprise_pc,patent_apps_pc,r.d_expenditure_pc,r.d_workers_pc,student_enrollment_pc,export_intensity,tech_value_pc,gdp_log
Heilongjiang Province,2004,103.8,2962,7722,4180.3,2202,824,1253,241,3817,32.9,46.57,9466,196428,2590,21775,3631.96,76.08,12.57,NA,0,0,NA,2.4799580822635576,0.21587634267749542,0.06313859051611213,51.461357086717314,5.704741943935027,0.012200681163217186,47.73869610935857,0.003293162169242861,8.338138293278362
Heilongjiang Province,2003,100.9,2479,6870,3649.8,2243,612,970,NA,3815,35,39.22,8123,NA,NA,NA,2854.88,96.66,12.12,NA,0,0,NA,2.1292267365661863,0.16041939711664482,NA,NA,NA,0.010280471821756225,29.535278295054834,0.0031769331585845347,8.202427650554714
Heilongjiang Province,2002,99.3,2381,6246,3278.2,2067,465,1233,NA,3813,41.6,33.5,7468,NA,NA,NA,2435.28,87.14,12.01,NA,0,0,NA,1.958562811434566,0.12195121951219512,NA,NA,NA,0.008785733018620508,27.94675235253615,0.003149750852347233,8.09504977025526
Heilongjiang Province,2001,100.8,2262,5528,3074.1,2980,319,1328,NA,3811,35.5,27.14,7650,NA,NA,NA,2308.85,100.86,11.1,NA,0,0,NA,2.007347152978221,0.08370506428758856,NA,NA,NA,0.007121490422461296,22.89163196510014,0.002912621359223301,8.030767454473782
Heilongjiang Province,2000,98.3,2136,4981,2881.9,3318,217,1588,NA,3807,25.3,21.01,8344,NA,NA,NA,2414.71,116.82,15.24,NA,0,0,NA,2.191752035723667,0.057000262674021536,NA,NA,NA,0.005518781192540058,20.6703475432289,0.004003152088258471,7.966205077831172
Shanghai,2020,101.7,34911,76437,41603.9,92922,4508,632,17544,2488,19.7,54.07,1033395,6350087,14903,87957,NA,NA,1583.22,2014,1,1,6,415.3516881028939,1.8118971061093248,7.051446945337621,2552.28577170418,35.35249196141479,0.021732315112540194,NA,0.6363424437299036,10.635949191855097
Shanghai,2019,102.5,33195,73615,40241.2,90757,4394,670,15239,2481,19.3,52.66,955229,5906504,13636,80694,NA,NA,1422.35,2014,1,1,5,385.01773478436115,1.7710600564288594,6.1422813381700925,2380.694881096332,32.524788391777506,0.021225312374042724,NA,0.5732970576380492,10.60264662540254
Shanghai,2018,101.6,30375,68034,37769.1,87300,3551,652,12541,2475,19.4,51.78,884911,5548768,12442,88016,NA,NA,1225.19,2014,1,1,4,357.539797979798,1.4347474747474747,5.067070707070707,2241.926464646465,35.5620202020202,0.020921212121212122,NA,0.49502626262626265,10.539246586987336
Shanghai,2017,101.7,27825,62596,34378.3,84007,3541,664,12329,2466,22.1,51.49,798239,5399953,12557,88967,NA,NA,810.62,2014,1,1,3,323.6978913219789,1.4359286293592863,4.999594484995945,2189.76196269262,36.07745336577453,0.020879967558799676,NA,0.32871857258718573,10.445180830361167
Shanghai,2016,103.2,25520,57692,30963.9,79410,3534,680,11293,2467,24.3,51.47,734246,4900778,10909,98671,31056.8,7286.15,780.99,2014,1,1,2,297.62707742197,1.4325091203891367,4.5776246453182,1986.5334414268343,39.99635184434536,0.0208633968382651,4.262443128401145,0.31657478719092014,10.340577288762484
Shanghai,2015,102.4,23205,52962,27821.6,74885,3840,689,10740,2458,24.8,51.16,661273,4742443,11089,94981,31214.32,7595.16,663.78,2014,1,1,1,269.0288852725793,1.562245728234337,4.369406021155411,1929.3909682668836,38.64157851912124,0.02081366965012205,4.109764639586263,0.27004882017900733,10.233567976404526
Shanghai,2014,102.7,21192,48841,25964.5,68952,4008,707,12524,2467,25.6,50.66,530467,4492192,13821,93868,32457.78,7620.49,592.45,2014,1,1,0,215.0251317389542,1.6246453182002432,5.076611268747467,1820.912849614917,38.049452776651805,0.020535062829347386,4.25927729056793,0.2401499797324686,10.164485499401307
Shanghai,2013,102.3,19208,44878,23809.4,64412,3934,747,11377,2448,25.3,50.48,457933,4047800,13441,92136,31945.81,7829.31,531.68,2014,0,1,-1,187.0641339869281,1.6070261437908497,4.647467320261438,1653.513071895425,37.63725490196079,0.020620915032679737,4.080284214062287,0.2171895424836601,10.077835739667385
Shanghai,2012,102.8,17452,41130,21774.9,61461,3712,776,9901,2399,26.7,50.66,413768,3715075,12833,82355,31559.6,8102.79,518.75,2014,0,1,-2,172.4751979991663,1.547311379741559,4.1271363067944975,1548.5931638182576,34.32888703626511,0.021117132138390993,3.8949053350759426,0.21623593163818258,9.988513209287655
Shanghai,2011,105.2,15737,37079,20406.1,58993,3875,806,8176,2356,27,51.13,377353,3437627,12378,79147,32084.82,8524,480.75,2014,0,1,-3,160.16680814940577,1.644736842105263,3.4702886247877758,1459.0946519524618,33.59380305602716,0.021702037351443125,3.7640567808540593,0.204053480475382,9.923589154742698
Shanghai,2010,103.1,13702,32584,18319.6,55666,8065,1013,NA,2303,27.6,51.57,339385,NA,NA,NA,29838.11,8204.27,431.44,2014,0,1,-4,147.36647850629615,3.501953973078593,NA,NA,NA,0.022392531480677377,3.636900053264946,0.18733825445071645,9.81572680392862
Shanghai,2009,99.6,12256,29461,16181.4,52278,8623,1116,6246,2210,27.9,51.28,308400,2365150,9667,67420,23847.88,6697.8,435.41,2014,0,1,-5,139.54751131221718,3.901809954751131,2.826244343891403,1070.2036199095023,30.506787330316744,0.023203619909502263,3.5605542118307505,0.19701809954751132,9.691617713445295
Shanghai,2008,105.8,11250,27204,14877.1,51532,8975,1189,2651,2141,26.6,50.29,293991,2005734,6998,43815,24800.47,8008.98,386.17,2014,0,1,-6,137.3148061653433,4.1919663708547406,1.2382064455861748,936.8211116300794,20.464736104624006,0.023489023820644557,3.096582835766852,0.1803689864549276,9.607578396919958
Shanghai,2007,103.2,9992,24048,13179.8,34218,6214,1164,NA,2064,26.7,48.49,257032,NA,NA,NA,21949.97,7312.68,354.89,2014,0,1,-7,124.53100775193798,3.010658914728682,NA,NA,NA,0.023493217054263566,3.0016314128335986,0.17194282945736433,9.486440633434535
Shanghai,2006,101.2,9015,21001,10825.4,31568,5579,1348,NA,1964,27.8,46.63,225500,NA,NA,NA,18392.6,5853.58,309.51,2014,0,1,-8,114.81670061099797,2.840631364562118,NA,NA,NA,0.02374236252545825,3.142111323326921,0.157591649694501,9.289650503689156
Shanghai,2005,101,8149,18912,9398.8,28978,5481,1461,NA,1890,27.5,44.26,200670,NA,NA,NA,15591.72,4972.12,231.73,2014,0,1,-9,106.17460317460318,2.9,NA,NA,NA,0.023417989417989418,3.1358293846488015,0.1226084656084656,9.14833730053445
Shanghai,2004,102.2,6993,16891,8309.4,26657,5623,1830,2034,1835,27.4,41.57,172188,927730,3007,21854,13782.17,4049.52,171.7,2014,0,1,-10,93.83542234332425,3.0643051771117165,1.1084468664850136,505.574931880109,11.909536784741144,0.022653950953678476,3.403408305181849,0.09356948228882833,9.025142683076727
Shanghai,2003,100.1,6595,15026,6952.5,24133,2683,1606,NA,1766,30.1,37.85,150816,NA,NA,NA,10241.22,2641.2,142.78,2014,0,1,-11,85.39977349943375,1.5192525481313703,NA,NA,NA,0.021432616081540203,3.8774875056792366,0.08084937712344281,8.84685658610812
Shanghai,2002,100.5,6178,13367,5908.1,20963,1860,1843,NA,1713,28.8,33.16,127964,NA,NA,NA,7661.62,1737.08,120.22,2014,0,1,-12,74.70169293636894,1.085814360770578,NA,NA,NA,0.019357851722124925,4.4106316346973085,0.07018096906012843,8.684079569709784
Shanghai,2001,100,5837,12976,5348.1,18160,1360,2067,NA,1668,25.7,28,112688,NA,NA,NA,6922.26,1417.13,106.16,2014,0,1,-13,67.55875299760191,0.815347721822542,NA,NA,NA,0.016786570743405275,4.884703591060806,0.06364508393285372,8.584496636625925
Shanghai,2000,102.5,5572,11781,4880,15930,182,2473,NA,1609,20.1,22.68,98540,NA,NA,NA,6143.89,1319.58,73.9,2014,0,1,-14,61.24300807955252,0.11311373523927906,NA,NA,NA,0.014095711622125544,4.655943557798694,0.04592914853946551,8.492900498847193
Jiangsu Province,2020,102.5,24198,53102,104566.6,63031,37139,1291,62892,8477,36.7,201.47,1369729,23816885,103567,538781,NA,NA,2087.85,2017,1,1,3,161.5818096024537,4.3811489913884625,7.419134127639495,2809.5888875781525,63.55798041760057,0.023766662734457943,NA,0.2462958593842161,11.557579467958655
Jiangsu Province,2019,103.1,22675,51056,99836.9,62360,31331,1210,57429,8469,35.1,187.41,1173515,22061581,95240,508375,NA,NA,1471.52,2017,1,1,2,138.5659463927264,3.6994922659109695,6.781083953241232,2604.980635258,60.027748258353995,0.02212894084307474,NA,0.1737536899279726,11.511293133441717
Jiangsu Province,2018,102.3,20845,47200,93456.3,59308,28747,1065,55944,8446,34.4,180.63,1056042,20245195,72426,455530,NA,NA,991.45,2017,1,1,1,125.03457257873549,3.403623016812692,6.623727208145868,2397.0157470992185,53.93440681979635,0.021386455126687187,NA,0.11738692872365618,11.445249226341708
Jiangsu Province,2017,101.7,19158,43622,86512.9,58577,28504,1071,45719,8423,34.7,176.79,965819,18338832,67205,455468,NA,NA,778.42,2017,1,1,0,114.66449008666746,3.3840674344057935,5.42787605366259,2177.2328149115515,54.07432031342752,0.020988958803276742,NA,0.09241600379912145,11.368048814748734
Jiangsu Province,2016,102.3,17606,40152,78261.2,55938,30122,1013,49229,8381,35.2,174.58,879868,16575418,59535,451885,155820.09,23299.5,635.64,2017,0,1,-1,104.98365350196873,3.59408185180766,5.873881398401146,1977.7375014914687,53.917790239828186,0.02083044982698962,6.687701023627116,0.07584297816489678,11.267807229150552
Jiangsu Province,2015,101.7,16257,37173,71876,53551,30352,989,41744,8315,36,171.57,782154,15065065,51720,441304,147391.94,23214.06,572.92,2017,0,1,-2,94.06542393265184,3.6502705953096815,5.020324714371617,1811.7937462417317,53.07324113048707,0.02063379434756464,6.349252995813743,0.06890198436560432,11.182697691046345
Jiangsu Province,2014,102.2,14958,34346,66228.3,51634,30474,960,39858,8281,36.6,169.86,718131,13765378,53117,422865,141193.63,23311.45,543.16,2017,0,1,-3,86.72032363241155,3.6799903393309985,4.813186813186813,1662.2845067020892,51.064484965583866,0.020512015457070404,6.056836018351497,0.06559111218451877,11.100863143023366
Jiangsu Province,2013,102.3,13521,31585,60505.2,50514,30583,961,33090,8192,37.6,168.45,666376,12395745,48530,393942,132721.45,22846.91,527.5,2017,0,1,-4,81.3447265625,3.7332763671875,4.039306640625,1513.1524658203125,48.088623046875,0.020562744140625,5.8091641276654045,0.06439208984375,11.010484590738631
Jiangsu Province,2012,102.6,12133,28808,54658.4,50461,28325,895,27820,8120,40.5,167.12,625000,10803107,44570,342262,118705.46,23137.75,400.91,2017,0,1,-5,76.9704433497537,3.4883004926108376,3.4261083743842367,1330.431896551724,42.15049261083744,0.02058128078817734,5.130380438893151,0.04937315270935961,10.908858187191207
Jiangsu Province,2011,105.3,10744,25570,49689.5,52959,27415,769,21649,8023,41.4,165.94,572851,8998944,31933,287447,106320.56,21289.91,333.43,2017,0,1,-6,71.40109684656612,3.417050978436994,2.6983671943163405,1121.6432755826997,35.827869874111926,0.020683036270721676,4.993941261376868,0.041559267107067185,10.813548922158942
Jiangsu Province,2010,103.8,9067,22273,42175.2,51666,43738,826,NA,7869,40.6,164.94,508106,NA,NA,NA,90804.96,18563.78,249.34,2017,0,1,-7,64.57059346803914,5.558266615834286,NA,NA,NA,0.020960731986275256,4.891512396720927,0.03168636421400432,10.649587649548746
Jiangsu Province,2009,99.6,7962,19996,35074.6,50241,40744,839,11920,7810,40.7,165.34,444400,5707105,27454,222625,71970.22,14833.26,108.22,2017,0,1,-8,56.901408450704224,5.216901408450704,1.5262483994878362,730.7432778489117,28.505121638924457,0.021170294494238157,4.851948930983479,0.013856594110115236,10.465232500771636
Jiangsu Province,2008,105.4,7322,18215,31445.7,49928,43827,921,6502,7762,41.1,157.26,415930,4808289,17944,155781,66537.7,15942.44,94.02,2017,0,1,-9,53.58541612986344,5.646354032465859,0.8376707034269518,619.4652151507344,20.069698531306365,0.020260242205617108,4.173620851011513,0.012112857510950785,10.356017527820622
Jiangsu Province,2007,104.3,6533,16009,26373.8,38998,25332,785,NA,7723,39.3,147.23,382030,NA,NA,NA,52415.83,12706.74,78.42,2017,0,1,-10,49.46652855108118,3.2800725106823774,NA,NA,NA,0.01906383529716431,4.125041513401549,0.010154085200051793,10.180126372112987
Jiangsu Province,2006,101.6,5791,13799,21525.1,36463,21345,916,NA,7656,40.4,130.62,324300,NA,NA,NA,40802.21,10007.28,68.83,2017,0,1,-11,42.358934169278996,2.7880094043887147,NA,NA,NA,0.017061128526645767,4.077252759990726,0.008990334378265413,9.976974975045882
Jiangsu Province,2005,102.1,5258,12098,18345.9,33321,17752,958,NA,7588,41.6,115.98,265720,NA,NA,NA,32119.62,7880.65,100.83,2017,0,1,-12,35.018450184501845,2.339483394833948,NA,NA,NA,0.015284659989457038,4.075757710341152,0.013288086452293095,9.817161395275283
Jiangsu Province,2004,104.1,4740,10319,14998.7,29939,23137,1172,1800,7523,42.9,99.48,216981,1530561,6322,69654,26079.55,6888.02,89.79,2017,0,1,-13,28.84235012627941,3.0755017944968763,0.23926625016615713,203.45088395586868,9.25880632726306,0.013223448092516283,3.786218681130426,0.011935398112455139,9.615718809661908
Jiangsu Province,2003,101,4229,9140,12588.2,26925,11540,1242,NA,7458,41.8,85.97,150014,NA,NA,NA,17650.95,3610.29,76.52,2017,0,1,-14,20.114507910968086,1.5473317243228748,NA,NA,NA,0.011527219093590774,4.8890670832537,0.01026012335746849,9.440515146205524
Jiangsu Province,2002,99.2,3972,8088,10723.9,22991,8401,1691,NA,7406,42.2,70.02,125484,NA,NA,NA,13531.57,2714.69,59.49,2017,0,1,-15,16.94355927626249,1.134350526600054,NA,NA,NA,0.009454496354307318,4.984572824153034,0.008032676208479611,9.280230174433596
Jiangsu Province,2001,100.8,3778,7311,9554.3,19602,5787,2075,NA,7359,36.1,58.55,92001,NA,NA,NA,11402.97,2254.5,52.92,2017,0,1,-16,12.501834488381574,0.7863840195678761,NA,NA,NA,0.007956244054898764,5.057870924817032,0.007191194455768447,9.164746593917464
Jiangsu Province,2000,100.1,3591,6756,8635.1,18060,3726,2554,NA,7327,30.4,45.18,75004,NA,NA,NA,10154.81,2079.87,44.96,2017,0,1,-17,10.236658932714617,0.5085300941722397,NA,NA,NA,0.006166234475228606,4.882425343891685,0.006136208543742323,9.063590571289634
Zhejiang Province,2020,102.3,31930,62699,67164.5,44024,40038,843,35319,6468,42.1,114.87,589264,13958988,118007,480493,NA,NA,1403.32,2017,1,1,3,91.10451453308596,6.190166975881262,5.460575139146568,2158.161410018553,74.28772418058132,0.01775974025974026,NA,0.21696351267779837,11.114900113115946
Zhejiang Province,2019,102.9,29876,60182,64632,43121,36792,832,30914,6375,34.4,107.47,500693,12742260,98501,451752,NA,NA,888.01,2017,1,1,2,78.54007843137255,5.7712941176470585,4.8492549019607845,1998.7858823529411,70.86305882352941,0.016858039215686273,NA,0.1392956862745098,11.076464923159545
Zhejiang Province,2018,102.3,27302,55574,59311.7,40191,28745,813,27998,6273,34.1,101.94,445788,11473921,77940,394147,NA,NA,590.66,2017,1,1,1,71.06456241032998,4.582336999840587,4.463255220787502,1829.096285668739,62.83229714650088,0.016250597800095648,NA,0.09415909453212179,10.99056186737934
Zhejiang Province,2017,102.1,24956,51261,53135.2,37422,28004,807,21817,6170,33.8,100.23,373415,10301447,69180,333646,NA,NA,324.73,2017,1,1,0,60.52106969205835,4.538735818476499,3.5359805510534845,1669.6024311183144,54.075526742301456,0.016244732576985416,NA,0.05263047001620746,10.880594887797077
Zhejiang Province,2016,101.9,22866,47237,48095.8,34442,27502,763,19280,6072,33.9,99.61,319870,9357877,59088,321845,66628.47,11540.13,198.37,2017,0,1,-1,52.67951251646904,4.52931488801054,3.1752305665349145,1541.1523386034255,53.00477602108037,0.016404808959156785,5.773632532735767,0.032669631093544135,10.780950134194088
Zhejiang Province,2015,101.4,21125,43714,44222,32778,28050,750,17242,5985,33.7,99.11,291813,8535689,51940,316672,64279.38,11440.24,98.1,2017,0,1,-2,48.75739348370927,4.68671679197995,2.8808688387635755,1426.180284043442,52.9109440267335,0.016559732664995823,5.618709048061929,0.016390977443609022,10.6969776817921
Zhejiang Province,2014,102.1,19373,40393,40744.1,31005,27557,723,16824,5890,33.1,97.82,262881,7681473,45679,290339,64914.41,11927.07,87.25,2017,0,1,-3,44.631748726655346,4.678607809847199,2.8563667232597623,1304.1550084889643,49.29354838709678,0.016607809847198642,5.442611638902094,0.014813242784380306,10.615066322910534
Zhejiang Province,2013,102.3,17494,37080,38023.3,30674,26219,707,15036,5784,33.4,95.96,240408,6843562,42158,263507,61280.59,11223.22,81.5,2017,0,1,-4,41.56431535269709,4.533022130013832,2.599585062240664,1183.1884508990317,45.557918395574,0.016590594744121712,5.460161165868619,0.014090594744121715,10.545954408698764
Zhejiang Province,2012,102.2,15806,33846,34978.5,29595,23959,645,12844,5685,33.4,93.23,217810,5886071,35582,228618,57615.75,10967.93,81.31,2017,0,1,-5,38.31310466138962,4.214423922603342,2.259278803869833,1035.368689533861,40.214248021108176,0.01639929639401935,5.253110659896626,0.01430255057167986,10.462488866006494
Zhejiang Province,2011,105.4,14197,30340,32353.1,29288,22520,593,9335,5570,31.7,90.75,201919,4799069,28672,203904,55155.05,11027.77,71.9,2017,0,1,-6,36.251166965888686,4.0430879712746854,1.6759425493716338,861.5922800718133,36.60754039497307,0.016292639138240573,5.001469018668326,0.012908438061041293,10.384465122231298
Zhejiang Province,2010,103.8,12277,26802,27902.2,28769,46706,730,NA,5447,31.1,88.49,183233,NA,NA,NA,50196.32,10642.8,60.35,2017,0,1,-7,33.639250963833305,8.574628235726088,NA,NA,NA,0.01624563980172572,4.716458074942684,0.011079493299063705,10.236460817747314
Zhejiang Province,2009,98.5,10798,24148,23227.5,28252,41969,728,8692,5276,30.7,86.65,164000,3301031,22986,150888,39969.91,8499.58,56.46,2017,0,1,-8,31.0841546626232,7.95470053070508,1.6474601971190295,625.6692570128886,28.598938589840788,0.016423426838514027,4.702574715456529,0.010701288855193329,10.053092200515467
Zhejiang Province,2008,105,9927,22334,21607.9,28533,40320,736,6107,5212,30.7,83.22,158255,2757063,17177,126273,39717.51,9826.62,58.92,2017,0,1,-9,30.363584036838066,7.735993860322333,1.1717191097467383,528.9836914811972,24.22735993860322,0.01596699923254029,4.041828217637397,0.011304681504221028,9.980814267546156
Zhejiang Province,2007,104.2,8805,20250,18914.7,22059,33381,694,NA,5155,28.6,77.8,145658,NA,NA,NA,35209.54,9178.39,45.35,2017,0,1,-10,28.255674102812804,6.475460717749757,NA,NA,NA,0.015092143549951503,3.8361346597823807,0.008797284190106693,9.84769467651312
Zhejiang Province,2006,101.1,7763,18007,15516.4,20956,28715,776,NA,5072,29.1,71.99,125700,NA,NA,NA,28489.9,7629.39,39.96,2017,0,1,-11,24.783123028391167,5.6614747634069404,NA,NA,NA,0.014193611987381703,3.7342303906341137,0.007878548895899054,9.649652808067728
Zhejiang Province,2005,101.3,7003,16089,13212.6,19009,24244,811,NA,4991,29,65.13,101910,NA,NA,NA,22600.91,5995.26,38.7,2017,0,1,-12,20.41875375676217,4.857543578441194,NA,NA,NA,0.013049489080344619,3.769796472546645,0.0077539571228210785,9.488926198740202
Zhejiang Province,2004,103.9,6210,14387,11660.7,17792,24036,1110,2701,4925,30.1,57.28,83432,880654,5507,42507,18294.55,4715.62,58.15,2017,0,1,-13,16.9405076142132,4.880406091370558,0.5484263959390863,178.81299492385787,8.630862944162436,0.011630456852791878,3.879564087012948,0.011807106598984771,9.363979492407815
Zhejiang Province,2003,101.9,5594,13055,9892.6,15140,13411,861,NA,4857,28.3,48.41,61226,NA,NA,NA,12559.79,3367.34,53.04,2017,0,1,-14,12.605723697755817,2.761169446160181,NA,NA,NA,0.009967057854642783,3.7298847161260817,0.010920321185917233,9.19954228187667
Zhejiang Province,2002,99.1,5096,11624,8144.1,12111,10301,963,NA,4776,27.7,39.31,43202,NA,NA,NA,9493.9,2458.37,38.94,2017,0,1,-15,9.045644891122278,2.1568257956448913,NA,NA,NA,0.008230737018425461,3.861867822988403,0.00815326633165829,9.005049017693308
Zhejiang Province,2001,99.8,4697,10399,7003.4,11194,7490,1122,NA,4729,24,29.31,34064,NA,NA,NA,7643.37,1915.42,31.67,2017,0,1,-16,7.20321421019243,1.5838443645591034,NA,NA,NA,0.00619792768027067,3.990440738845788,0.006696976104884754,8.854151024402164
Zhejiang Province,2000,101,4332,9236,6218.9,10002,4140,1418,NA,4680,21.8,19.24,29313,NA,NA,NA,6396.65,1536.56,27.63,2017,0,1,-17,6.263461538461539,0.8846153846153846,NA,NA,NA,0.0041111111111111105,4.1629679283594525,0.005903846153846154,8.735348321219021
Anhui Province,2020,102.7,16620,39442,38628.8,8281,12914,848,27083,6105,30,136.85,322704,6394211,29928,139988,NA,NA,659.57,2017,1,1,3,52.85896805896806,2.1153153153153155,4.436199836199836,1047.3728091728092,22.93005733005733,0.022416052416052414,NA,0.10803767403767404,10.56175339123789
Anhui Province,2019,102.7,15416,37540,37584.8,7903,11163,768,22975,6092,26.8,124.12,165643,5765371,25799,124491,NA,NA,449.61,2017,1,1,2,27.190249507550888,1.8324031516743269,3.771339461588969,946.383946158897,20.43516086671044,0.020374261326329614,NA,0.07380334865397242,10.534354992325627
Anhui Province,2018,102,13996,34393,34377.3,6611,13550,688,26175,6076,28.1,113.91,112984,4973027,16695,106744,NA,NA,321.31,2017,1,1,1,18.595128373930216,2.230085582620145,4.307932850559578,818.4705398288347,17.568136932192232,0.018747531270572746,NA,0.052881830151415406,10.445151741821467
Anhui Province,2017,101.2,12758,31640,30141.8,6135,13182,668,24394,6057,29,114.74,86641,4361175,20010,103598,NA,NA,249.57,2017,1,1,0,14.304276044246327,2.1763249133234273,4.027406306752518,720.0222882615157,17.10384678883936,0.018943371305927027,NA,0.0412035661218425,10.313668191697838
Anhui Province,2016,101.8,11720,29156,26801.2,5549,14016,659,23322,6033,30.4,114.5,67256,3709224,15697,99451,42329.72,2321.04,217.37,2017,0,1,-1,11.148019227581635,2.3232222774738935,3.8657384385877673,614.8224763799105,16.48450190618266,0.018978949113210675,18.237393582187295,0.03603016741256423,10.19620194161593
Anhui Province,2015,101.3,10821,26936,24142.7,5063,13611,699,19967,6011,30.9,113.07,106486,3221422,14100,96791,38798.25,2177.81,190.47,2017,0,1,-2,17.715188820495758,2.2643486940608883,3.3217434703044417,535.9211445682914,16.10231242721677,0.018810514057561137,17.8152593660604,0.031686907336549656,10.091737335952974
Anhui Province,2014,101.6,9916,24839,22880.7,4721,12815,687,15701,5997,31.5,108.05,48026,2847303,14648,95287,36505.46,2159.12,169.83,2017,0,1,-3,8.008337502084375,2.136901784225446,2.618142404535601,474.7878939469735,15.889111222277805,0.0180173420043355,16.907564192819297,0.028319159579789897,10.03804903943133
Anhui Province,2013,102.4,8850,22789,20888.2,4466,11806,678,10866,5988,32.4,105.21,41612,2477246,14394,86000,32913.47,1629.19,130.83,2017,0,1,-4,6.9492317969271875,1.9716098864395457,1.814629258517034,413.7017368069472,14.362057448229793,0.01757014028056112,20.20235208907494,0.02184869739478958,9.946939685208653
Anhui Province,2012,102.3,7826,20729,18613.7,4466,9070,626,8147,5978,31.3,102.3,39962,2089814,11882,73356,28584.11,1387.52,86.16,2017,0,1,-5,6.684844429575109,1.5172298427567747,1.3628303780528606,349.5841418534627,12.270993643358983,0.01711274673803948,20.600863410977862,0.014412847106055537,9.83165314771452
Anhui Province,2011,105.6,6811,18345,16532.7,5427,7905,605,5385,5972,33.1,99.13,32884,1628304,8426,56275,25261.69,1270.36,65.03,2017,0,1,-6,5.506363027461487,1.3236771600803752,0.901707970529136,272.6563965170797,9.423141326188881,0.01659912926992632,19.885457665543626,0.010889149363697254,9.713095516859585
Anhui Province,2010,103.1,5776,15566,13474.6,5633,11269,737,NA,5957,26.9,93.9,30324,NA,NA,NA,18277.48,818.5,46.15,2017,0,1,-7,5.09048178613396,1.8917240221588048,NA,NA,NA,0.015762967936880982,22.33045815516188,0.00774718818197079,9.508561710735489
Anhui Province,2009,99.1,4887,13903,11063.3,5579,9526,729,2407,6131,30.1,87.78,27900,907544,5233,37649,12929.06,573.02,35.62,2017,0,1,-8,4.550644266840646,1.5537432718969173,0.3925950089708041,148.0254444625673,6.140760071766433,0.014317403359973902,22.563016997661514,0.005809818952862502,9.311388603085662
Anhui Province,2008,106.2,4529,12836,9691.2,5523,7509,632,1354,6135,29.3,80.83,25465,691431,3243,32904,10875.85,705.63,32.49,2017,0,1,-9,4.150774246128769,1.223960880195599,0.22070089649551752,112.70268948655257,5.363325183374083,0.01317522412387938,15.41296430140442,0.005295843520782396,9.178973536226684
Anhui Province,2007,105.3,3804,11350,8078,2637,4908,581,NA,6118,27.2,73.05,23755,NA,NA,NA,7763.58,612.54,26.45,2017,0,1,-10,3.8828048381824125,0.8022229486760379,NA,NA,NA,0.011940176528277214,12.674404936820453,0.004323308270676692,8.996899596123358
Anhui Province,2006,101.2,3152,9677,6602.6,2436,3699,563,NA,6110,28.2,66.37,18300,NA,NA,NA,5811.99,462.82,18.49,2017,0,1,-11,2.9950900163666123,0.6054009819967267,NA,NA,NA,0.01086252045826514,12.557776241303314,0.0030261865793780687,8.795218789834706
Anhui Province,2005,101.4,2784,8399,5761.7,2165,2725,619,NA,6120,27.8,58.91,15480,NA,NA,NA,4486.83,319.71,14.26,2017,0,1,-12,2.5294117647058822,0.4452614379084967,NA,NA,NA,0.009625816993464051,14.034062118795159,0.002330065359477124,8.658987849033911
Anhui Province,2004,104.5,2617,7456,5210.9,2114,2293,690,273,6228,26.1,50.13,12938,209564,1162,10300,3601.15,255.62,9.07,2017,0,1,-13,2.077392421323057,0.36817597944765573,0.04383429672447013,33.648683365446374,1.6538214515093128,0.00804913294797688,14.087903919881073,0.0014563262684649967,8.55850786455045
Anhui Province,2003,101.7,2211,6735,4375,2034,1630,747,NA,6163,25.1,41,11644,NA,NA,NA,2571.1,181.09,8.8,2017,0,1,-14,1.8893396073340905,0.26448158364432905,NA,NA,NA,0.006652604251176375,14.197912640123695,0.0014278760343988319,8.383661798791715
Anhui Province,2002,99,2187,6001,3882.3,1914,1157,900,NA,6144,22.6,33.01,9622,NA,NA,NA,2084.34,151.47,7.54,2017,0,1,-15,1.5660807291666667,0.18831380208333334,NA,NA,NA,0.005372721354166666,13.760744701921174,0.0012272135416666666,8.264183040495734
Anhui Province,2001,100.5,2073,5645,3547.7,2055,770,1013,NA,6128,19.9,25.22,9208,NA,NA,NA,1791,147.55,6.41,2017,0,1,-16,1.5026109660574412,0.12565274151436032,NA,NA,NA,0.0041155352480417755,12.138258217553371,0.0010460182767624022,8.17405478517583
Anhui Province,2000,100.7,1972,5277,3162.3,2216,533,1128,NA,6093,16.5,19.18,9144,NA,NA,NA,1636.17,153.58,6.1,2017,0,1,-17,1.500738552437223,0.08747743311997375,NA,NA,NA,0.003147874610208436,10.653535616616747,0.0010011488593467913,8.059054889929254
Fujian Province,2020,102.2,20880,47160,43682,31638,14704,535,12934,4161,35.7,94.72,315255,6669131,25504,140850,NA,NA,163.54,2017,1,1,3,75.76423936553714,3.5337659216534485,3.108387406873348,1602.7712088440278,33.85003604902668,0.022763758711848114,NA,0.039303052150925256,10.684691396916357
