province,year,cpi,disposable_income_rural_per_cap,disposable_income_urban_per_cap,gdp_province,num_foreign_funded_enterprise,num_priv_enterprise,num_state_owned_enterprise,patent_apps,population_province,registered_unemployed,student_enrollment,foreign_total_investment,r.d_expenditure,r.d_projects,r.d_workers,sales_value_industry,export_industry,tech_market_value
Qinghai Province,2002,102.3,1695,6272,345.1,140,69,238,NA,529,2.9,2.22,700,NA,NA,NA,206.66,3.61,1.24
Qinghai Province,2001,102.6,1577,5931,303.6,135,35,288,NA,523,2.4,1.79,648,NA,NA,NA,181.19,4.02,0.47
Qinghai Province,2000,99.5,1504,5221,266.6,113,13,362,NA,517,1.8,1.35,577,NA,NA,NA,190.62,4.23,0
Ningxia Hui Autonomous Region,2020,101.5,13889,35720,4036.2,899,891,201,1408,721,5.6,14.67,26993,453491,1881,8333,NA,NA,16.81
Ningxia Hui Autonomous Region,2019,102.1,12858,34328,3841.5,898,810,175,1087,717,5.1,13.52,26463,415733,1789,8073,NA,NA,14.9
Ningxia Hui Autonomous Region,2018,102.3,11708,31895,3580.6,762,866,153,929,710,5.4,12.53,18477,369910,1739,7060,NA,NA,12.11
Ningxia Hui Autonomous Region,2017,101.6,10738,29472,3271.6,738,842,152,937,705,5.1,12.11,30420,291101,1404,6392,NA,NA,6.67
Ningxia Hui Autonomous Region,2016,101.5,9852,27153,2853.3,651,771,144,909,695,5.1,11.71,8707,239624,1342,5686,3899.68,94.84,4.05
Ningxia Hui Autonomous Region,2015,101.1,9119,25186,2644.7,584,802,144,761,684,4.9,11.5,8972,200453,1125,5470,3604.23,93.79,3.52
Ningxia Hui Autonomous Region,2014,101.9,8410,23285,2516.4,538,768,128,611,678,5,11.14,5164,186518,1136,5799,3584.14,82.66,3.18
Ningxia Hui Autonomous Region,2013,103.4,7599,21476,2364.9,488,688,105,607,666,4.7,10.45,3537,167494,1073,4817,3429.23,71.34,1.43
Ningxia Hui Autonomous Region,2012,102,6776,19507,2162,476,542,102,488,659,4.6,9.64,3098,143696,1170,4196,2956.58,63.89,2.91
Ningxia Hui Autonomous Region,2011,106.3,5931,17291,1959.3,579,455,97,261,648,5.2,8.79,4399,118879,853,3967,2389.24,69.13,3.94
Ningxia Hui Autonomous Region,2010,104.1,5125,15093,1595.3,529,593,117,NA,633,4.8,8.02,3964,NA,NA,NA,1866.09,52.14,1
Ningxia Hui Autonomous Region,2009,100.7,4405,13813,1284.8,669,602,110,127,625,4.8,7.56,2500,77591,766,3568,1373.22,35.44,0.9
Ningxia Hui Autonomous Region,2008,108.5,3978,12751,1153.7,637,568,106,62,618,4.8,7.05,2449,65694,644,3336,1306.63,56.36,0.89
Ningxia Hui Autonomous Region,2007,105.5,3411,10723,887.9,285,456,87,NA,610,4.4,6.24,2183,NA,NA,NA,1036.73,46.66,0.66
Ningxia Hui Autonomous Region,2006,101.9,2938,9074,691.6,375,448,131,NA,604,4.2,5.59,4400,NA,NA,NA,832.61,49.79,0.53
Ningxia Hui Autonomous Region,2005,101.5,2651,8013,587.2,463,354,140,NA,596,4.4,4.87,4455,NA,NA,NA,660.31,36.22,1.41
Ningxia Hui Autonomous Region,2004,103.7,2435,7155,527.3,454,332,161,22,588,4.1,4.14,4067,23220,216,2094,539.71,41.88,1.28
Ningxia Hui Autonomous Region,2003,101.7,2129,6482,448.4,481,125,154,NA,580,3.8,3.51,3884,NA,NA,NA,341.21,35.16,1
Ningxia Hui Autonomous Region,2002,99.4,1984,6030,381.8,454,75,184,NA,572,3.5,2.93,2260,NA,NA,NA,264.03,24.61,0.85
Ningxia Hui Autonomous Region,2001,101.6,1873,5516,341.5,435,61,203,NA,563,3.7,2.32,1062,NA,NA,NA,260.19,23.15,0.89
Ningxia Hui Autonomous Region,2000,99.6,1760,4894,297.7,408,56,209,NA,554,3.8,1.75,940,NA,NA,NA,230.15,22.11,0.64
Xinjiang Uyghur Autonomous Region,2020,101.5,14056,34838,14262.2,1994,2052,892,1671,2590,9.4,48.67,32042,391939,1222,4752,NA,NA,15.11
Xinjiang Uyghur Autonomous Region,2019,101.9,13122,34664,14024.9,1932,1492,809,1234,2559,8.4,42.7,24123,441347,1069,4698,NA,NA,7.82
Xinjiang Uyghur Autonomous Region,2018,102,11975,32764,13110.1,1659,1231,822,1244,2520,9.5,37.49,21151,448779,1081,5806,NA,NA,3.92
Xinjiang Uyghur Autonomous Region,2017,102.2,11045,30775,11460.8,1679,1184,817,961,2480,10,34.6,13323,400468,1161,6191,NA,NA,5.76
Xinjiang Uyghur Autonomous Region,2016,101.4,10183,28463,9913.9,1474,1145,786,777,2428,9.7,31.99,9666,390946,1002,7310,8105.79,66.41,4.28
Xinjiang Uyghur Autonomous Region,2015,100.6,9425,26275,9545.7,1384,1069,746,788,2385,10.3,30.47,8518,366180,972,7188,7944.66,62.97,3.03
Xinjiang Uyghur Autonomous Region,2014,102.1,8724,23214,9400.2,1325,964,681,805,2325,11.2,29.04,7586,357812,897,6688,9161.04,49.11,2.82
Xinjiang Uyghur Autonomous Region,2013,103.9,7847,21091,8518.4,1302,871,594,550,2285,11.9,27.84,6453,314257,1078,6668,8447.8,68.01,3
Xinjiang Uyghur Autonomous Region,2012,103.8,6876,19019,7499.5,1311,746,523,377,2253,11.8,26.87,6655,273425,933,6202,7348.44,41.96,5.39
Xinjiang Uyghur Autonomous Region,2011,105.9,5853,16464,6607.6,1247,636,469,331,2225,11.1,25.87,5602,223352,757,6723,6599.69,70.47,4.38
Xinjiang Uyghur Autonomous Region,2010,104.3,4993,14480,5425.4,1751,1057,574,NA,2185,11,25.12,5229,NA,NA,NA,5226.66,54.19,4.52
Xinjiang Uyghur Autonomous Region,2009,100.7,4150,12948,4289.5,1639,843,495,220,2159,11.9,24.16,4800,140932,818,5023,3824,39.51,1.21
Xinjiang Uyghur Autonomous Region,2008,108.1,3723,12021,4183.9,1402,768,486,125,2131,11.8,23.1,4560,124159,646,4489,4180.02,71.38,7.4
Xinjiang Uyghur Autonomous Region,2007,105.5,3364,10794,3536.4,509,560,451,NA,2095,11.7,21.64,3090,NA,NA,NA,3277.99,61.59,7.17
Xinjiang Uyghur Autonomous Region,2006,101.3,2876,9239,2984.5,421,408,577,NA,2050,11.6,19.93,2600,NA,NA,NA,2650.5,35.37,7.61
Xinjiang Uyghur Autonomous Region,2005,100.7,2593,8283,2543,345,350,584,NA,2010,11.1,18.18,1850,NA,NA,NA,2086.25,32.41,8
Xinjiang Uyghur Autonomous Region,2004,102.7,2332,7743,2193.2,331,308,616,76,1963,13.3,16.31,1448,36008,418,2357,1537.36,31.65,13.34
Xinjiang Uyghur Autonomous Region,2003,100.4,2176,7370,1909.3,342,187,696,NA,1934,9.9,14.76,1251,NA,NA,NA,1093.62,31.16,12.04
Xinjiang Uyghur Autonomous Region,2002,99.4,1914,7058,1630.5,338,128,810,NA,1905,9.9,13.23,1144,NA,NA,NA,912.3,26.51,10.07
Xinjiang Uyghur Autonomous Region,2001,104,1747,6512,1506,358,83,890,NA,1876,9.7,10.81,1120,NA,NA,NA,868.5,19.78,8.24
Xinjiang Uyghur Autonomous Region,2000,99.4,1644,5721,1374.1,371,41,1097,NA,1849,11,8.1,1143,NA,NA,NA,831.74,22.62,6.62
Data Sources：National Bureau of Statistics,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources：National Bureau of Statistics,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources£ºNational Bureau of Statistics,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note:From 2011, the statistics range of the industrial enterprises above designated size change from the industrial enterprises with the sales revenue above 5 million RMB to the industrial enterprises with the sales revenue above 20 million RMB.",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data Sources:National Bureau of Statistics,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
