province,year,cpi,disposable_income_rural_per_cap,disposable_income_urban_per_cap,gdp_province,num_foreign_funded_enterprise,num_priv_enterprise,num_state_owned_enterprise,patent_apps,population_province,registered_unemployed,student_enrollment,foreign_total_investment,r.d_expenditure,r.d_projects,r.d_workers,sales_value_industry,export_industry,tech_market_value
Jiangsu Province,2018,102.3,20845,47200,93456.3,59308,28747,1065,55944,8446,34.4,180.63,1056042,20245195,72426,455530,NA,NA,991.45
Jiangsu Province,2017,101.7,19158,43622,86512.9,58577,28504,1071,45719,8423,34.7,176.79,965819,18338832,67205,455468,NA,NA,778.42
Jiangsu Province,2016,102.3,17606,40152,78261.2,55938,30122,1013,49229,8381,35.2,174.58,879868,16575418,59535,451885,155820.09,23299.5,635.64
Jiangsu Province,2015,101.7,16257,37173,71876,53551,30352,989,41744,8315,36,171.57,782154,15065065,51720,441304,147391.94,23214.06,572.92
Jiangsu Province,2014,102.2,14958,34346,66228.3,51634,30474,960,39858,8281,36.6,169.86,718131,13765378,53117,422865,141193.63,23311.45,543.16
Jiangsu Province,2013,102.3,13521,31585,60505.2,50514,30583,961,33090,8192,37.6,168.45,666376,12395745,48530,393942,132721.45,22846.91,527.5
Jiangsu Province,2012,102.6,12133,28808,54658.4,50461,28325,895,27820,8120,40.5,167.12,625000,10803107,44570,342262,118705.46,23137.75,400.91
Jiangsu Province,2011,105.3,10744,25570,49689.5,52959,27415,769,21649,8023,41.4,165.94,572851,8998944,31933,287447,106320.56,21289.91,333.43
Jiangsu Province,2010,103.8,9067,22273,42175.2,51666,43738,826,NA,7869,40.6,164.94,508106,NA,NA,NA,90804.96,18563.78,249.34
Jiangsu Province,2009,99.6,7962,19996,35074.6,50241,40744,839,11920,7810,40.7,165.34,444400,5707105,27454,222625,71970.22,14833.26,108.22
Jiangsu Province,2008,105.4,7322,18215,31445.7,49928,43827,921,6502,7762,41.1,157.26,415930,4808289,17944,155781,66537.7,15942.44,94.02
Jiangsu Province,2007,104.3,6533,16009,26373.8,38998,25332,785,NA,7723,39.3,147.23,382030,NA,NA,NA,52415.83,12706.74,78.42
Jiangsu Province,2006,101.6,5791,13799,21525.1,36463,21345,916,NA,7656,40.4,130.62,324300,NA,NA,NA,40802.21,10007.28,68.83
Jiangsu Province,2005,102.1,5258,12098,18345.9,33321,17752,958,NA,7588,41.6,115.98,265720,NA,NA,NA,32119.62,7880.65,100.83
Jiangsu Province,2004,104.1,4740,10319,14998.7,29939,23137,1172,1800,7523,42.9,99.48,216981,1530561,6322,69654,26079.55,6888.02,89.79
Jiangsu Province,2003,101,4229,9140,12588.2,26925,11540,1242,NA,7458,41.8,85.97,150014,NA,NA,NA,17650.95,3610.29,76.52
Jiangsu Province,2002,99.2,3972,8088,10723.9,22991,8401,1691,NA,7406,42.2,70.02,125484,NA,NA,NA,13531.57,2714.69,59.49
Jiangsu Province,2001,100.8,3778,7311,9554.3,19602,5787,2075,NA,7359,36.1,58.55,92001,NA,NA,NA,11402.97,2254.5,52.92
Jiangsu Province,2000,100.1,3591,6756,8635.1,18060,3726,2554,NA,7327,30.4,45.18,75004,NA,NA,NA,10154.81,2079.87,44.96
Zhejiang Province,2020,102.3,31930,62699,67164.5,44024,40038,843,35319,6468,42.1,114.87,589264,13958988,118007,480493,NA,NA,1403.32
Zhejiang Province,2019,102.9,29876,60182,64632,43121,36792,832,30914,6375,34.4,107.47,500693,12742260,98501,451752,NA,NA,888.01
Zhejiang Province,2018,102.3,27302,55574,59311.7,40191,28745,813,27998,6273,34.1,101.94,445788,11473921,77940,394147,NA,NA,590.66
Zhejiang Province,2017,102.1,24956,51261,53135.2,37422,28004,807,21817,6170,33.8,100.23,373415,10301447,69180,333646,NA,NA,324.73
Zhejiang Province,2016,101.9,22866,47237,48095.8,34442,27502,763,19280,6072,33.9,99.61,319870,9357877,59088,321845,66628.47,11540.13,198.37
Zhejiang Province,2015,101.4,21125,43714,44222,32778,28050,750,17242,5985,33.7,99.11,291813,8535689,51940,316672,64279.38,11440.24,98.1
Zhejiang Province,2014,102.1,19373,40393,40744.1,31005,27557,723,16824,5890,33.1,97.82,262881,7681473,45679,290339,64914.41,11927.07,87.25
Zhejiang Province,2013,102.3,17494,37080,38023.3,30674,26219,707,15036,5784,33.4,95.96,240408,6843562,42158,263507,61280.59,11223.22,81.5
Zhejiang Province,2012,102.2,15806,33846,34978.5,29595,23959,645,12844,5685,33.4,93.23,217810,5886071,35582,228618,57615.75,10967.93,81.31
Zhejiang Province,2011,105.4,14197,30340,32353.1,29288,22520,593,9335,5570,31.7,90.75,201919,4799069,28672,203904,55155.05,11027.77,71.9
Zhejiang Province,2010,103.8,12277,26802,27902.2,28769,46706,730,NA,5447,31.1,88.49,183233,NA,NA,NA,50196.32,10642.8,60.35
Zhejiang Province,2009,98.5,10798,24148,23227.5,28252,41969,728,8692,5276,30.7,86.65,164000,3301031,22986,150888,39969.91,8499.58,56.46
Zhejiang Province,2008,105,9927,22334,21607.9,28533,40320,736,6107,5212,30.7,83.22,158255,2757063,17177,126273,39717.51,9826.62,58.92
Zhejiang Province,2007,104.2,8805,20250,18914.7,22059,33381,694,NA,5155,28.6,77.8,145658,NA,NA,NA,35209.54,9178.39,45.35
Zhejiang Province,2006,101.1,7763,18007,15516.4,20956,28715,776,NA,5072,29.1,71.99,125700,NA,NA,NA,28489.9,7629.39,39.96
Zhejiang Province,2005,101.3,7003,16089,13212.6,19009,24244,811,NA,4991,29,65.13,101910,NA,NA,NA,22600.91,5995.26,38.7
Zhejiang Province,2004,103.9,6210,14387,11660.7,17792,24036,1110,2701,4925,30.1,57.28,83432,880654,5507,42507,18294.55,4715.62,58.15
Zhejiang Province,2003,101.9,5594,13055,9892.6,15140,13411,861,NA,4857,28.3,48.41,61226,NA,NA,NA,12559.79,3367.34,53.04
Zhejiang Province,2002,99.1,5096,11624,8144.1,12111,10301,963,NA,4776,27.7,39.31,43202,NA,NA,NA,9493.9,2458.37,38.94
Zhejiang Province,2001,99.8,4697,10399,7003.4,11194,7490,1122,NA,4729,24,29.31,34064,NA,NA,NA,7643.37,1915.42,31.67
Zhejiang Province,2000,101,4332,9236,6218.9,10002,4140,1418,NA,4680,21.8,19.24,29313,NA,NA,NA,6396.65,1536.56,27.63
Anhui Province,2020,102.7,16620,39442,38628.8,8281,12914,848,27083,6105,30,136.85,322704,6394211,29928,139988,NA,NA,659.57
Anhui Province,2019,102.7,15416,37540,37584.8,7903,11163,768,22975,6092,26.8,124.12,165643,5765371,25799,124491,NA,NA,449.61
Anhui Province,2018,102,13996,34393,34377.3,6611,13550,688,26175,6076,28.1,113.91,112984,4973027,16695,106744,NA,NA,321.31
Anhui Province,2017,101.2,12758,31640,30141.8,6135,13182,668,24394,6057,29,114.74,86641,4361175,20010,103598,NA,NA,249.57
Anhui Province,2016,101.8,11720,29156,26801.2,5549,14016,659,23322,6033,30.4,114.5,67256,3709224,15697,99451,42329.72,2321.04,217.37
Anhui Province,2015,101.3,10821,26936,24142.7,5063,13611,699,19967,6011,30.9,113.07,106486,3221422,14100,96791,38798.25,2177.81,190.47
Anhui Province,2014,101.6,9916,24839,22880.7,4721,12815,687,15701,5997,31.5,108.05,48026,2847303,14648,95287,36505.46,2159.12,169.83
Anhui Province,2013,102.4,8850,22789,20888.2,4466,11806,678,10866,5988,32.4,105.21,41612,2477246,14394,86000,32913.47,1629.19,130.83
Anhui Province,2012,102.3,7826,20729,18613.7,4466,9070,626,8147,5978,31.3,102.3,39962,2089814,11882,73356,28584.11,1387.52,86.16
Anhui Province,2011,105.6,6811,18345,16532.7,5427,7905,605,5385,5972,33.1,99.13,32884,1628304,8426,56275,25261.69,1270.36,65.03
Anhui Province,2010,103.1,5776,15566,13474.6,5633,11269,737,NA,5957,26.9,93.9,30324,NA,NA,NA,18277.48,818.5,46.15
Anhui Province,2009,99.1,4887,13903,11063.3,5579,9526,729,2407,6131,30.1,87.78,27900,907544,5233,37649,12929.06,573.02,35.62
Anhui Province,2008,106.2,4529,12836,9691.2,5523,7509,632,1354,6135,29.3,80.83,25465,691431,3243,32904,10875.85,705.63,32.49
Anhui Province,2007,105.3,3804,11350,8078,2637,4908,581,NA,6118,27.2,73.05,23755,NA,NA,NA,7763.58,612.54,26.45
Anhui Province,2006,101.2,3152,9677,6602.6,2436,3699,563,NA,6110,28.2,66.37,18300,NA,NA,NA,5811.99,462.82,18.49
Anhui Province,2005,101.4,2784,8399,5761.7,2165,2725,619,NA,6120,27.8,58.91,15480,NA,NA,NA,4486.83,319.71,14.26
Anhui Province,2004,104.5,2617,7456,5210.9,2114,2293,690,273,6228,26.1,50.13,12938,209564,1162,10300,3601.15,255.62,9.07
Anhui Province,2003,101.7,2211,6735,4375,2034,1630,747,NA,6163,25.1,41,11644,NA,NA,NA,2571.1,181.09,8.8
Anhui Province,2002,99,2187,6001,3882.3,1914,1157,900,NA,6144,22.6,33.01,9622,NA,NA,NA,2084.34,151.47,7.54
Anhui Province,2001,100.5,2073,5645,3547.7,2055,770,1013,NA,6128,19.9,25.22,9208,NA,NA,NA,1791,147.55,6.41
Anhui Province,2000,100.7,1972,5277,3162.3,2216,533,1128,NA,6093,16.5,19.18,9144,NA,NA,NA,1636.17,153.58,6.1
Fujian Province,2020,102.2,20880,47160,43682,31638,14704,535,12934,4161,35.7,94.72,315255,6669131,25504,140850,NA,NA,163.54
Fujian Province,2019,102.6,19568,45620,42479.1,31608,13296,503,11025,4137,16.8,86.12,297471,5985139,21689,126089,NA,NA,139.59
Fujian Province,2018,101.5,17821,42121,39204.8,30150,9087,532,9850,4104,17.3,77.24,278698,5249417,18716,120723,NA,NA,84.52
Fujian Province,2017,101.2,16335,39001,34432.2,28264,8991,529,8810,4065,17.1,75.1,260721,4487934,15944,105533,NA,NA,75.46
Fujian Province,2016,101.7,14999,36014,30199.2,28351,8886,499,8162,4016,16.3,75.64,226315,3882632,12849,102250,43309.15,6961.63,43.22
Fujian Province,2015,101.7,13793,33275,27307.5,25895,8729,485,6880,3984,15.4,75.85,196713,3469810,10929,99180,40216.04,6722.12,52.14
Fujian Province,2014,102,12650,30722,25329.4,24322,8491,473,6447,3945,14.3,74.85,173245,3153831,10949,110892,37373.1,6603.85,39.19
Fujian Province,2013,102.5,11405,28174,22851.7,23546,8183,457,5475,3885,14.7,73.05,156516,2791966,10426,100200,33003.96,6448.29,44.69
Fujian Province,2012,102.4,10164,25650,20510.8,23381,7727,446,4194,3841,14.5,70.14,145744,2381656,9080,90280,29059.02,5880.16,50.09
Fujian Province,2011,105.3,8952,22772,18195.2,23727,6870,430,3244,3784,14.6,67.48,136898,1943993,6441,75503,26757.69,5505.25,34.57
Fujian Province,2010,103.2,7573,19914,15236.6,23463,9985,520,NA,3693,14.5,64.78,124831,NA,NA,NA,21410.83,4699.23,35.66
Fujian Province,2009,98.2,6801,18023,12625.1,23609,9198,532,2251,3666,15.2,60.63,117500,1144347,5435,46433,16316.29,3743.6,23.26
Fujian Province,2008,104.6,6299,16649,11104.2,23809,8332,540,901,3639,15,56.26,112129,837778,3781,41784,14838.96,3940.27,17.97
Fujian Province,2007,105.2,5549,14478,9474.3,18655,6706,530,NA,3612,14.9,50.95,102706,NA,NA,NA,12231.53,3545.92,14.56
Fujian Province,2006,100.8,4900,12932,7586.2,18629,5638,673,NA,3585,15.1,46.13,87800,NA,NA,NA,9701.15,3002.41,11.32
Fujian Province,2005,102.2,4503,11667,6506.9,17854,4743,756,NA,3557,14.9,40.7,75330,NA,NA,NA,7918.8,2609,17.2
Fujian Province,2004,104,4132,10655,5792,17236,4296,900,299,3529,14.5,32.57,68877,360048,1634,18519,6589.04,2341.09,14.14
Fujian Province,2003,100.8,3767,9601,5067,16884,2540,888,NA,3502,14.6,25.74,66118,NA,NA,NA,4834.53,1649.47,16.68
Fujian Province,2002,99.5,3565,8883,4524.4,15563,1581,1112,NA,3476,15,19.73,59400,NA,NA,NA,3584.36,1228.29,12.9
Fujian Province,2001,98.7,3401,8092,4120.9,15403,1107,1308,NA,3445,13.2,16.74,51260,NA,NA,NA,2856.43,1001.44,13.69
Fujian Province,2000,102.1,3245,7285,3804.6,16013,722,1367,NA,3410,9.1,13.79,47084,NA,NA,NA,2536.33,904.46,17.26
Jiangxi Province,2020,102.6,16981,38556,25825.4,6813,11092,587,6949,4519,29.9,124.2,133086,3460219,23056,100473,NA,NA,233.41
Jiangxi Province,2019,102.9,15796,36546,24724,6791,8507,532,5768,4516,27.5,113.5,100985,3202151,18645,85032,NA,NA,148.61
Jiangxi Province,2018,102.1,14460,33819,23016.9,6137,6300,464,5216,4513,35.1,105.44,87720,2677714,13658,67394,NA,NA,115.82
Jiangxi Province,2017,102,13242,31198,20497.6,6059,5794,455,3949,4511,32.3,104.83,80797,2216865,7504,45082,NA,NA,96.21
Jiangxi Province,2016,102,12138,28673,18761.2,6918,5633,440,3290,4496,31.3,103.9,77738,1797561,6351,34924,32928.8,2132.85,79.01
Jiangxi Province,2015,101.5,11139,26500,17031.1,7094,5040,510,2522,4485,29.9,98.45,72578,1474968,4403,31321,30618.43,2113.21,64.85
Jiangxi Province,2014,102.3,10117,24309,15858.6,7020,4611,483,2516,4480,29.4,91.64,67025,1284642,4385,28803,28727.02,2118.72,50.76
Jiangxi Province,2013,102.5,9089,22120,14473.4,6667,4217,486,1669,4476,27.4,86.18,58770,1106443,4288,29519,24603.16,1582.38,43.06
Jiangxi Province,2012,102.7,8103,20085,12952.8,7334,3690,464,1135,4475,25.7,85.11,53857,925985,2930,23877,20757.09,1525.78,39.78
Jiangxi Province,2011,105.2,7133,17692,11717.4,6926,3305,439,874,4474,24.6,82.86,49081,769834,2608,23969,17754.18,1380.19,34.19
Jiangxi Province,2010,103,5991,15656,9503.4,7574,4366,531,NA,4462,26.3,81.65,43917,NA,NA,NA,13741.58,1124.91,23.05
Jiangxi Province,2009,99.3,5238,14168,7733,6822,4153,538,500,4432,27.3,79.35,36900,582649,2799,19959,9667.31,802.6,9.79
Jiangxi Province,2008,106,4835,12990,7028.7,6640,4073,577,281,4400,26,76.42,33485,495245,2274,17537,8376.92,715.81,7.76
Jiangxi Province,2007,104.8,4152,11551,5847.3,4542,3242,563,NA,4368,24.3,78.17,28969,NA,NA,NA,6105.97,518.02,9.95
Jiangxi Province,2006,101.2,3541,9625,4752.4,4276,2800,706,NA,4339,25.3,77.05,23200,NA,NA,NA,4180.26,378.79,9.31
Jiangxi Province,2005,101.7,3194,8679,3991.8,3980,2079,804,NA,4311,22.8,64.61,18490,NA,NA,NA,2933.46,200.28,11.12
Jiangxi Province,2004,103.5,2837,7605,3451.1,3415,1597,1228,108,4284,22.4,48.99,16326,150868,915,10335,2170.94,159.42,9.37
Jiangxi Province,2003,100.8,2495,6937,2854.7,2939,1155,1071,NA,4254,21.6,35.86,13667,NA,NA,NA,1443.08,76.78,8.33
Jiangxi Province,2002,100.1,2335,6363,2487.1,2478,783,1519,NA,4222,17.8,26.63,9869,NA,NA,NA,1164.38,55.17,6.29
Jiangxi Province,2001,99.5,2254,5525,2207.1,2284,577,1981,NA,4186,17.3,19.65,7379,NA,NA,NA,991.59,49.05,6.27
Jiangxi Province,2000,100.3,2151,5116,2027.8,2246,252,2509,NA,4149,16.7,14.86,6876,NA,NA,NA,906.76,48.96,6.93
Shandong Province,2020,102.8,18753,43726,74355.9,35378,20995,1614,27413,10165,46.7,229.15,1207308,13656187,63062,255281,NA,NA,1903.89
Shandong Province,2019,103.2,17775,42329,72024.3,33760,17540,1380,21948,10106,44.2,218.39,575432,12109485,45250,198205,NA,NA,1110.02
Shandong Province,2018,102.5,16297,39549,67864.4,30733,25512,1119,31329,10077,46.5,204.08,345229,14184975,46625,236515,NA,NA,819.95
Shandong Province,2017,101.5,15118,36789,63958.6,29512,25328,1125,28448,10033,45.7,201.53,304218,15636785,43666,239170,NA,NA,511.64
Shandong Province,2016,102.1,13954,34012,59702.6,28527,25871,1124,22769,9973,45.8,199.59,251874,14150035,35835,241761,148872.26,8612.67,395.95
Shandong Province,2015,101.2,12930,31545,56159.1,27240,26973,1258,19621,9866,43.7,190.06,219334,12917718,30778,241395,144233.55,8389.55,307.55
Shandong Province,2014,101.9,11882,29222,51552.7,26023,26365,1212,17299,9808,43.1,179.67,199227,11755482,34353,230800,139626.62,8671.02,249.29
Shandong Province,2013,102.2,10687,26882,48058.1,25755,25995,1199,15254,9746,42.2,169.85,176491,10528097,31906,227403,128488.73,8283.11,179.4
Shandong Province,2012,102.1,9506,24496,43584.3,25885,22923,1165,12202,9708,43.4,165.85,158114,9056007,30119,204398,113114.25,7345.42,140.02
Shandong Province,2011,105,8395,21678,39622,28915,22239,1115,9428,9665,45.1,164.56,143374,7431254,25193,180832,98005.94,7105.47,126.38
Shandong Province,2010,102.9,7034,18971,34429.4,29486,28873,1215,NA,9588,44.5,163.14,124523,NA,NA,NA,82652.14,6638.05,100.68
Shandong Province,2009,100,6154,17006,29957.2,30579,29554,1287,5430,9470,45.1,159.3,112000,4567136,18858,129892,70148.15,5591.61,71.94
Shandong Province,2008,105.3,5671,15628,27460.2,32052,26993,1358,4125,9417,60.7,153.4,101163,3759077,12585,124042,60731.24,6267.04,66.01
Shandong Province,2007,104.4,5009,13726,22994.5,20084,21369,1306,NA,9367,43.5,144.04,96311,NA,NA,NA,49020.58,5524.19,45.03
Shandong Province,2006,101,4387,11780,19184,20909,18249,1360,NA,9309,43.7,133.81,88500,NA,NA,NA,38172.55,4508.81,23.2
Shandong Province,2005,101.7,3946,10422,16120.9,20153,14309,1394,NA,9248,42.9,117.13,78620,NA,NA,NA,29982.17,3490.1,98.36
Shandong Province,2004,103.6,3519,9191,13456.2,19251,11499,1496,1202,9180,42.3,94.61,69410,1185772,4842,43800,22038.17,2911.14,75.09
Shandong Province,2003,101.1,3159,8212,11028,17237,6129,1961,NA,9125,41.3,76.14,59662,NA,NA,NA,15061.77,2045.56,52.57
Shandong Province,2002,99.3,2955,7473,10192.6,14741,3953,2082,NA,9082,39.7,58.36,47087,NA,NA,NA,11241.66,1536.05,34.77
Shandong Province,2001,101.8,2810,6995,9172.3,13753,2952,2403,NA,9041,35.4,44.94,42516,NA,NA,NA,9168.61,1273.95,32.19
Shandong Province,2000,100.2,2663,6417,8348.5,12389,1754,2774,NA,8998,37.5,32.53,38950,NA,NA,NA,8133.37,1137.85,28.81
Henan Province,2020,102.8,16108,34750,54160.6,10243,15706,838,9899,9941,62.2,249.22,111920,6855770,26416,145464,NA,NA,379.78
Henan Province,2019,103,15164,34201,53739.3,10145,11979,776,8734,9901,49.4,231.97,116307,6087153,23810,140361,NA,NA,231.89
Henan Province,2018,102.3,13831,31874,50273.5,8257,10151,687,8911,9864,48.6,214.08,105408,5289250,16774,128054,NA,NA,149.28
Henan Province,2017,101.4,12719,29558,44586.5,7827,10105,731,7704,9829,40.7,200.47,104538,4722542,15973,123619,NA,NA,76.85
Henan Province,2016,101.9,11697,27233,40167.7,8058,10826,798,6197,9778,43.6,187.48,82249,4096962,12562,132731,79404.82,3747.01,58.71
Henan Province,2015,101.3,10853,25576,36798.2,8316,10661,820,5250,9701,42.5,176.69,68710,3688252,11764,131051,73367.3,4004.25,45.04
Henan Province,2014,101.9,9966,23672,34611.2,10056,10665,805,5072,9645,40,167.97,58878,3372310,12635,134256,67148.67,3213.4,40.79
Henan Province,2013,102.9,8969,21741,31621.4,9934,10724,803,4182,9573,40.2,161.83,47787,2953410,11257,125091,58779.98,2610,40.24
Henan Province,2012,102.5,7963,19843,28878.5,10168,10846,782,3496,9532,38.3,155.9,46341,2489651,9349,102846,50770.49,2029.19,39.94
Henan Province,2011,105.6,6989,17661,26212.2,10404,10992,764,2961,9461,38.4,150.01,42353,2137236,8415,93833,46177.36,1268.28,38.76
Henan Province,2010,103.5,5846,15463,22568.2,10254,12495,881,NA,9405,38.2,145.67,37866,NA,NA,NA,34532.45,632.48,27.2
Henan Province,2009,99.4,5064,13982,19077.1,10676,11347,804,2096,9487,38.5,136.88,34700,1334943,6981,69647,27282.22,449.64,26.3
Henan Province,2008,107,4672,12901,17541.9,11166,11623,970,1587,9429,36.5,125.02,29305,976394,5151,52482,25595.5,685.63,25.44
Henan Province,2007,105.4,4021,11217,14773.2,2983,7498,1015,NA,9360,33.1,109.52,25656,NA,NA,NA,20100.82,607.95,26.19
Henan Province,2006,101.3,3389,9611,11974.6,2813,6086,1192,NA,9392,35.4,97.41,23300,NA,NA,NA,13676.49,799.52,23.73
Henan Province,2005,102.1,2970,8512,10199.5,2877,4940,1280,NA,9380,33,85.19,20640,NA,NA,NA,10320.95,714.21,26.37
Henan Province,2004,105.4,2630,7584,8493.5,2600,5214,1715,445,9717,31.2,70.28,14861,274981,2403,25197,7449.37,342.69,20.32
Henan Province,2003,101.6,2292,6833,7017.1,2403,2436,2253,NA,9667,26.3,55.72,12628,NA,NA,NA,5286.16,224.28,19.27
Henan Province,2002,100.1,2262,6176,6094.2,2437,1815,2562,NA,9613,25.4,46.8,11816,NA,NA,NA,4232.28,170.4,17.85
Henan Province,2001,100.7,2133,5221,5586.6,2401,1360,2856,NA,9555,23.1,36.91,10073,NA,NA,NA,3761.94,127.42,21.26
Henan Province,2000,99.2,2011,4735,5097.3,3004,1145,3069,NA,9488,21.4,27.34,11359,NA,NA,NA,3424.92,119.76,21.16
Hubei Province,2020,102.7,16306,36706,43017.6,12468,11238,798,18798,5745,55.3,161.69,237071,6109588,20626,125066,NA,NA,1665.81
Hubei Province,2019,103.1,16391,37601,45557,12378,9806,774,16366,5927,37.6,150.08,186438,5865143,17424,115743,NA,NA,1429.84
Hubei Province,2018,101.9,14978,34455,42425.5,11761,9054,716,12858,5917,36.1,143.82,142275,5255194,13574,105041,NA,NA,1204.09
Hubei Province,2017,101.5,13812,31889,37624.2,10962,8191,768,10112,5904,37.1,140.09,115103,4689377,12968,94241,NA,NA,1033.08
Hubei Province,2016,102.2,12725,29386,33767.6,8976,8857,772,9227,5885,32.9,140.18,99316,4459622,10363,96340,47295.43,1905.07,903.84
Hubei Province,2015,101.5,11844,27051,30661.6,8646,8833,759,7227,5850,33.4,141.06,89231,4072726,8647,86813,44113.44,1688.02,789.34
Hubei Province,2014,102,10849,24852,28805.9,8160,8586,742,6471,5816,37.9,141.97,77671,3629506,9955,91456,42012.2,1456.4,580.68
Hubei Province,2013,102.8,9692,22668,25851.7,7693,7686,728,6119,5798,40.2,142.14,65357,3117987,9522,85826,38107.78,1544.19,397.62
Hubei Province,2012,102.9,8582,20623,22921,8023,6020,676,4789,5781,42.3,138.61,58274,2633099,8062,77087,32473.97,1393.6,196.39
Hubei Province,2011,105.8,7540,18183,20228.3,7473,5205,658,3469,5760,55.1,134.03,51896,2107553,7077,71281,27325.7,1191.94,125.69
Hubei Province,2010,102.9,6375,15891,16489.1,7486,9313,886,NA,5728,55.7,129.69,42864,NA,NA,NA,21118.44,958.14,90.72
Hubei Province,2009,99.6,5464,14229,13422.6,7237,7875,864,2813,5720,55.3,124.91,37700,1205733,6104,50425,15164.52,653.47,77.03
Hubei Province,2008,106.3,5018,13037,11707.8,7560,6432,887,1220,5711,55.1,118.49,34030,872514,4531,42282,13146.93,674.02,62.9
Hubei Province,2007,104.8,4276,11394,9601.8,3964,4512,834,NA,5699,54.1,116.37,31345,NA,NA,NA,9403.07,549.77,52.21
Hubei Province,2006,101.6,3631,9733,7636.7,4230,3555,873,NA,5693,52.6,109.23,28000,NA,NA,NA,7301.67,449.94,44.44
Hubei Province,2005,102.9,3268,8730,6548.8,4284,3009,1058,NA,5710,52.6,101.27,25780,NA,NA,NA,5937.38,316.36,50.18
Hubei Province,2004,104.9,3027,7978,5619.2,4173,2404,1327,445,5698,49.4,89.2,22694,263306,1714,21065,4868.66,234.98,46.17
Hubei Province,2003,102.2,2669,7287,4818.8,4031,2301,1617,NA,5685,49.3,72.15,17676,NA,NA,NA,3967.67,160.42,41.25
Hubei Province,2002,99.6,2525,6762,4263,3705,1598,2100,NA,5672,44.7,58.5,15854,NA,NA,NA,3514.47,145.41,34.86
Hubei Province,2001,100.3,2414,5838,3921.5,4443,1132,2498,NA,5658,42.2,45.33,14143,NA,NA,NA,3161.77,119.79,33.86
Hubei Province,2000,99,2313,5512,3577.4,5123,614,2965,NA,5646,36.6,35.77,16670,NA,NA,NA,3038.08,136.49,27.6
Hunan Province,2020,102.3,16585,41698,41693.7,10715,15659,759,15169,6645,31.4,151.03,214906,6645286,25510,121470,NA,NA,735.95
Hunan Province,2019,102.9,15395,39842,39930.7,9870,12993,757,13356,6640,31.1,140.71,184126,5931485,21212,106946,NA,NA,490.69
Hunan Province,2018,102,14093,36698,36629.3,8765,12303,715,11517,6635,40.4,132.68,183185,5167217,15311,102800,NA,NA,281.61
Hunan Province,2017,101.4,12936,33948,34127.7,7733,11514,736,9144,6633,44.5,127.32,163392,4617716,10411,94228,NA,NA,203.19
Hunan Province,2016,101.9,11930,31284,31225,6677,10650,742,8021,6625,44.9,122.5,58000,3929647,7899,86440,39319.29,1439.57,105.63
Hunan Province,2015,101.4,10993,28838,28811.7,5865,10094,764,7591,6615,45.1,118.06,52147,3525450,6646,83821,36231.56,1411.32,105.06
Hunan Province,2014,101.9,10060,26570,26309.1,5353,9486,754,7333,6611,47.3,113.63,46307,3100446,9393,77428,34393.66,1330.17,97.93
Hunan Province,2013,102.5,9029,24352,23916.3,5020,9194,752,6880,6600,45.6,110.08,40486,2703987,8425,73558,32157.78,1251.75,77.21
Hunan Province,2012,102,8024,22173,21513.7,4882,8575,727,6299,6590,44.1,108.22,38381,2290877,7563,69784,28185.44,1034.03,42.24
Hunan Province,2011,105.5,7082,19599,19176.4,5257,8224,738,4894,6581,43.1,106.79,34958,1817773,6928,57478,26022.13,748.67,35.39
Hunan Province,2010,103.1,6063,17229,15814.9,5410,9152,833,NA,6570,43.2,104.72,32406,NA,NA,NA,18731.35,494.65,40.09
Hunan Province,2009,99.6,5262,15641,12965.9,5220,9021,823,3786,6406,47.8,101.68,28000,1096144,5669,38041,13318.89,323.76,44.04
Hunan Province,2008,106,4808,14288,11466.6,5085,8066,854,1348,6380,47,95.23,26622,811298,3606,32465,11402.12,577.13,47.7
Hunan Province,2007,105.6,4134,12669,9409.9,2964,6319,858,NA,6355,44.4,89.86,24324,NA,NA,NA,8383.83,468.24,46.08
Hunan Province,2006,101.4,3567,10791,7529.2,2948,5409,1031,NA,6342,43.3,83.02,21300,NA,NA,NA,6103.3,382.24,45.53
Hunan Province,2005,102.3,3262,9754,6451.7,2712,4379,1058,NA,6326,41.9,75.49,15820,NA,NA,NA,4721.59,257.69,41.74
Hunan Province,2004,105.1,2952,8799,5619.6,2598,3380,1474,745,6698,43,63.9,11908,186180,1078,15057,3616.95,235.98,40.83
Hunan Province,2003,102.4,2619,7811,4726.9,2337,2034,1642,NA,6663,37.1,53.72,10214,NA,NA,NA,2607.09,151.2,36.93
Hunan Province,2002,99.5,2465,7061,4207.2,2152,1303,2043,NA,6629,30.4,41.94,8681,NA,NA,NA,2090.4,125.08,32.34
Hunan Province,2001,99.1,2351,6861,3877.1,2080,875,2117,NA,6596,30.3,33.13,6567,NA,NA,NA,1788.02,101.65,29.39
Hunan Province,2000,101.4,2234,6274,3591,2316,471,2339,NA,6562,27.6,26.58,7306,NA,NA,NA,1605.37,92.69,28.68
Guangdong Province,2020,102.6,20143,50257,113708.9,175397,37305,1229,127497,12624,73.9,240.02,2167181,24999527,132120,700017,NA,NA,3267.21
Guangdong Province,2019,103.4,18818,48118,110468.1,179268,30961,1181,121320,12489,36.9,205.4,1953252,23148566,106340,642490,NA,NA,2223.08
Guangdong Province,2018,102.2,17168,44341,101875.9,170968,20061,1058,103499,12348,36.6,196.32,1923465,21072031,76985,621950,NA,NA,1365.42
